"timestamp","Latitude","Longitude","CH4_ppb","CH4_ppb_enh","CO2_ppm","CO_ppb","O3_ppb"
2024-07-09 20:29:31,40.026691,-105.242241,1977.1,3.56500000000005,425.64,1212,57.9
2024-07-09 20:29:32,40.026691,-105.242241,1980.1,6.55999999999995,428.78,1757.6,58.9
2024-07-09 20:29:34,40.026691,-105.242241,2055.9,82.355,440.18,10478.5,56.4
2024-07-09 20:29:35,40.026691,-105.242241,2082.1,108.55,446.54,17578.9,57.9
2024-07-09 20:29:36,40.026691,-105.242241,2104.9,131.345,452.9,17825.6,58.4
2024-07-09 20:29:37,40.026691,-105.242241,2098,124.44,445.3,16608.3,56.4
2024-07-09 20:29:39,40.026691,-105.242241,1992,18.4349999999999,433.97,20079.6,56.1
2024-07-09 20:29:41,40.026691,-105.242241,2150.4,176.83,455.19,24456.8,55.9
2024-07-09 20:29:42,40.026691,-105.242241,2130.7,157.125,445.32,25920.4,56.4
2024-07-09 20:29:43,40.026691,-105.242241,2058.4,84.8200000000002,435.45,23400.8,56.4
2024-07-09 20:29:44,40.026691,-105.242241,2011.9,38.3150000000001,433.93,19108.4,56.9
2024-07-09 20:29:46,40.026691,-105.242241,2027.7,54.1100000000001,436.38,10754,57.4
2024-07-09 20:29:47,40.026691,-105.242241,2024.2,50.605,435.02,6932.3,66.5
2024-07-09 20:29:48,40.026691,-105.242241,2020.6,47,433.69,7963.4,59.4
2024-07-09 20:29:49,40.026691,-105.242241,2016.2,42.5900000000001,432.69,8994.4,56.4
2024-07-09 20:29:51,40.026691,-105.242241,2006,32.3800000000001,430.17,6117.1,62.7
2024-07-09 20:29:53,40.026691,-105.242241,1993.3,19.6700000000001,427.36,3701.5,62.5
2024-07-09 20:29:55,40.026691,-105.242241,1993.6,19.96,426.43,3891.8,56.4
2024-07-09 20:29:56,40.026691,-105.242241,2011.6,37.95,427.86,4785.4,55.9
2024-07-09 20:29:58,40.026691,-105.242241,2040.9,67.2400000000002,428.61,7215.9,56.1
2024-07-09 20:30:00,40.026691,-105.242241,2073.4,99.7300000000002,440.34,28668.5,58.4
2024-07-09 20:30:01,40.026691,-105.242241,2293.9,320.22,461.21,49783.3,55.9
2024-07-09 20:30:02,40.026691,-105.242241,2514.4,540.71,488.45,93780.6,62.2
2024-07-09 20:30:04,40.026691,-105.242241,3131.1,1157.4,578.49,151345,57.9
2024-07-09 20:30:05,40.026691,-105.242241,3134.9,1161.19,562.62,162796.6,57.9
2024-07-09 20:30:07,40.026691,-105.242241,2658.2,684.48,519.93,97619.8,59.4
2024-07-09 20:30:09,40.026691,-105.242241,2349.7,375.97,476.04,73202.1,58.4
2024-07-09 20:30:10,40.026691,-105.242241,2361.1,387.36,488.52,80296.8,57.9
2024-07-09 20:30:11,40.026691,-105.242241,2399.7,425.95,500.99,71382.3,57.9
2024-07-09 20:30:12,40.026691,-105.242241,2321.9,348.14,474.51,61056.8,57.9
2024-07-09 20:30:14,40.026691,-105.242241,2018.1,44.3299999999999,433.8,22355.2,61.7
2024-07-09 20:30:16,40.026691,-105.242241,2017.4,43.6200000000001,429.53,8971.6,74.6
2024-07-09 20:30:17,40.026691,-105.242241,2022.3,48.51,431.88,11199.9,62.5
2024-07-09 20:30:18,40.026691,-105.242241,2027.7,53.9000000000001,434.23,11579,73.6
2024-07-09 20:30:19,40.026691,-105.242241,2021.7,47.9000000000001,433.47,11868.9,73.6
2024-07-09 20:30:21,40.026691,-105.242241,1995.3,21.5,429.54,5195.5,72.6
2024-07-09 20:30:22,40.026691,-105.242241,1985.3,11.5,425.6,2359.3,63
2024-07-09 20:30:26,40.026691,-105.242241,1976.2,2.40000000000009,422.96,752.8,60.2
2024-07-09 20:30:28,40.026691,-105.242241,1977.2,3.40000000000009,423.85,970.8,65
2024-07-09 20:30:33,40.026691,-105.242241,1978.3,4.5,424.43,1033,59.4
2024-07-09 20:30:35,40.026691,-105.242241,1987.5,13.7,425.44,2131.4,56.4
2024-07-09 20:30:36,40.026691,-105.242241,1987.1,13.3,425.11,4939.6,57.4
2024-07-09 20:30:37,40.026691,-105.242241,1994.7,20.9000000000001,433.02,9286.1,66
2024-07-09 20:30:38,40.026691,-105.242241,2036.5,62.7,446.23,12190.5,55.9
2024-07-09 20:30:40,40.026691,-105.242241,2066.9,93.1000000000001,443.2,8006.5,56.4
2024-07-09 20:30:42,40.026691,-105.242241,2027.2,52.5,431.84,13793.5,59.7
2024-07-09 20:30:44,40.026691,-105.242241,2021,45.7,435.65,14448.1,64.5
2024-07-09 20:30:45,40.026691,-105.242241,2032.8,57.3999999999999,439.6,13126.1,62.5
2024-07-09 20:30:46,40.026691,-105.242241,2044.7,68.5,440.84,9329.1,57.4
2024-07-09 20:30:47,40.026691,-105.242241,2174.1,197.3,435.13,5532,60.4
2024-07-09 20:30:49,40.026691,-105.242241,2295.1,318.3,438.3,80292.3,58.9
2024-07-09 20:30:51,40.026691,-105.242241,2071.2,94.3999999999999,444.92,36192.2,56.9
2024-07-09 20:30:52,40.026691,-105.242241,2055.3,78.5000000000002,437.7,8409.6,59.9
2024-07-09 20:30:53,40.026691,-105.242241,2039.3,62.5,433.72,10637.8,57.4
2024-07-09 20:30:54,40.026691,-105.242241,2067.4,90.6000000000001,442.37,12865.9,58.9
2024-07-09 20:30:56,40.026691,-105.242241,2118.6,141.5,448.55,37389,58.9
2024-07-09 20:30:58,40.026691,-105.242241,2038.3,61.0999999999999,438.43,23567.6,58.9
2024-07-09 20:31:00,40.026691,-105.242241,1991.9,14.7,425.91,6472.5,58.9
2024-07-09 20:31:01,40.026691,-105.242241,1984.5,7.29999999999995,426.12,4811.9,59.4
2024-07-09 20:31:03,40.026691,-105.242241,2015.2,38,436.4,8012.9,59.4
2024-07-09 20:31:05,40.026691,-105.242241,2176.2,199,452.07,11917.5,58.9
2024-07-09 20:31:07,40.026691,-105.242241,2070.8,93.6000000000001,435.91,27990.9,57.7
2024-07-09 20:31:09,40.026691,-105.242241,2458.7,481.5,477.68,59151.5,58.9
2024-07-09 20:31:10,40.026691,-105.242241,2631,653.8,494.63,78556.7,57.4
2024-07-09 20:31:12,40.026691,-105.242241,2800,822.8,516.1,99776.8,56.9
2024-07-09 20:31:13,40.026691,-105.242241,2632.2,655,501.98,105110.8,63
2024-07-09 20:31:14,40.026691,-105.242241,2458.4,481.2,487.51,78391.4,58.4
2024-07-09 20:31:15,40.026691,-105.242241,2302.2,325,465.07,51672,58.9
2024-07-09 20:31:17,40.026691,-105.242241,2051.8,74.6000000000001,435.94,23400.8,58.4
2024-07-09 20:31:18,40.026691,-105.242241,2095.6,118.4,439.19,15808.3,58.4
2024-07-09 20:31:19,40.026691,-105.242241,2139.3,162.1,440.48,18257.2,58.4
2024-07-09 20:31:21,40.026691,-105.242241,2028.6,51.3999999999999,432.7,14909.3,58.4
2024-07-09 20:31:22,40.026691,-105.242241,2005.9,28.7,432.12,8804.6,59.4
2024-07-09 20:31:23,40.026691,-105.242241,2009.2,32,431.55,6808.7,67.5
2024-07-09 20:31:24,40.026691,-105.242241,2010.2,33,430.65,6854.8,62
2024-07-09 20:31:26,40.026691,-105.242241,2001.9,24.7,428.81,5869.6,58.4
2024-07-09 20:31:28,40.026691,-105.242241,1987.4,10.2,427.99,3500.4,58.4
2024-07-09 20:31:33,40.026691,-105.242241,1981.8,4.59999999999991,427.27,1715.1,58.9
2024-07-09 20:31:35,40.026691,-105.242241,1991.6,14.3999999999999,427.77,2766.9,57.4
2024-07-09 20:31:36,40.026691,-105.242241,2009.2,32,429.57,3633.7,53.9
2024-07-09 20:31:38,40.026691,-105.242241,2065.9,88.7,438.23,21138.4,54.6
2024-07-09 20:31:40,40.026691,-105.242241,2151.7,174.5,461.47,41403,53.9
2024-07-09 20:31:41,40.026691,-105.242241,2304.1,326.9,483.27,51458.7,55.4
2024-07-09 20:31:42,40.026691,-105.242241,2459.6,482.4,505.07,56902.5,54.9
2024-07-09 20:31:43,40.026691,-105.242241,2439.3,462.1,500.12,62228.1,54.9
2024-07-09 20:31:44,40.026691,-105.242241,2305.7,328.5,495.17,51683.6,56.9
2024-07-09 20:31:45,40.026691,-105.242241,2186.7,210.4,476.69,33108.6,57.4
2024-07-09 20:31:47,40.026691,-105.242241,2021.5,45.3,436.57,13280.4,68.5
2024-07-09 20:31:48,40.026691,-105.242241,2018.9,43.5,435.59,7804.6,67
2024-07-09 20:31:49,40.026691,-105.242241,2017.3,42,434.75,7458.2,56.4
2024-07-09 20:31:50,40.026691,-105.242241,2052.7,78.4999999999998,435.13,7111.9,56.4
2024-07-09 20:31:52,40.026691,-105.242241,2137.8,164,443.64,51612.2,65.7
2024-07-09 20:32:53,40.026691,-105.242241,2012.3,38.5,430.4,6454.3,57.9
2024-07-09 20:32:56,40.026691,-105.242241,2020.4,46.6000000000001,433.58,10000.6,55.4
2024-07-09 20:32:57,40.026691,-105.242241,2055.9,82.2,437.98,12026.1,56.4
2024-07-09 20:32:59,40.02668,-105.242241,2232.1,258.5,462.82,27617.9,55.9
2024-07-09 20:33:01,40.02668,-105.242241,2593.4,619.9,488.02,98067.6,55.4
2024-07-09 20:33:03,40.02668,-105.242241,2454.9,481.5,473.36,86766.6,62
2024-07-09 20:33:05,40.02668,-105.242241,2197.6,224.3,458.72,34318.8,55.9
2024-07-09 20:33:06,40.02668,-105.242241,2115,141.9,445.84,14316.9,55.9
2024-07-09 20:33:08,40.02668,-105.242241,2040.9,68,432.86,17587,56.1
2024-07-09 20:33:10,40.02668,-105.242241,2130.1,157.2,446.58,28531.9,55.9
2024-07-09 20:33:11,40.02668,-105.242241,2180.2,207.3,449.94,33246.1,55.9
2024-07-09 20:33:12,40.02668,-105.242241,2231.5,258.6,453.3,32015.6,55.9
2024-07-09 20:33:13,40.02668,-105.242241,2209,236.1,445.4,30095.2,56.4
2024-07-09 20:33:15,40.02668,-105.242241,2057.5,84.5999999999999,434.54,17515.1,63
2024-07-09 20:33:17,40.02668,-105.242241,2076.9,104,437.5,13804.6,57.2
2024-07-09 20:33:20,40.02668,-105.242241,2093.5,120.6,442.16,23687,62.5
2024-07-09 20:33:22,40.02668,-105.242241,2134.9,162,447.92,33896.1,59.4
2024-07-09 20:33:23,40.02668,-105.242241,2147.1,174.2,448.95,48085.1,56.9
2024-07-09 20:33:24,40.02668,-105.242241,2159.2,186.3,464.12,79890,56.7
2024-07-09 20:33:27,40.02668,-105.242241,3056.2,1083.3,533.69,145542.9,62.7
2024-07-09 20:33:29,40.02668,-105.242241,2779.6,806.8,509.64,110287,56.9
2024-07-09 20:33:30,40.02668,-105.242241,2622.2,649.4,493.91,85121.5,56.9
2024-07-09 20:33:32,40.02668,-105.242241,2294.5,321.7,456.97,34879.6,57.4
2024-07-09 20:33:34,40.02668,-105.242241,2071.1,98.5,438.55,14190.3,59.4
2024-07-09 20:33:36,40.02668,-105.242241,2086.7,114.1,436.63,9951.5,71
2024-07-09 20:33:38,40.02668,-105.242241,2044.8,72.2,432.23,11399.5,62
2024-07-09 20:33:39,40.02668,-105.242241,2049.8,77.2000000000003,433.42,12509.1,67.5
2024-07-09 20:33:40,40.02668,-105.242241,2054.7,82.0999999999999,434.36,11626,62
2024-07-09 20:33:41,40.02668,-105.242241,2053.3,80.7000000000003,433.49,10742.9,62.5
2024-07-09 20:33:43,40.02668,-105.242241,2067.1,94.5,432.09,11563.2,63
2024-07-09 20:33:45,40.02668,-105.242241,2185.5,212.9,443.07,45773.7,59.4
2024-07-09 20:33:46,40.02668,-105.242241,2452.2,479.6,466.88,69626,60.4
2024-07-09 20:33:48,40.02668,-105.242241,2732.4,759.8,497.42,121059.1,60.2
2024-07-09 20:33:50,40.02668,-105.242241,2552.2,579.6,485.45,54134.6,59.9
2024-07-09 20:33:51,40.02668,-105.242241,2332.9,360.3,456.5,35414.9,61.4
2024-07-09 20:33:52,40.02668,-105.242241,2137.5,164.9,444.21,40162.4,59.9
2024-07-09 20:33:53,40.02668,-105.242241,2167.2,194.6,449.75,42202,60.4
2024-07-09 20:33:54,40.02668,-105.242241,2197,224.4,452.38,31988.5,68
2024-07-09 20:33:55,40.02668,-105.242241,2156.5,183.9,444.12,21775,67
2024-07-09 20:33:57,40.02668,-105.242241,2068.3,95.7000000000003,435.61,12883.4,57.4
2024-07-09 20:33:59,40.02668,-105.242241,2075.3,102.7,437.22,15592.5,57.4
2024-07-09 20:34:01,40.02668,-105.242241,2186.4,213.8,439.58,25619.1,69
2024-07-09 20:34:02,40.02668,-105.242241,2168.8,196.2,441.5,31956.7,57.4
2024-07-09 20:34:04,40.02668,-105.242241,2124.7,152.1,443.31,28303.1,59.4
2024-07-09 20:34:06,40.02668,-105.242241,2103.1,130.5,438.97,14003.6,59.9
2024-07-09 20:34:08,40.02668,-105.242241,2033.1,60.5,429.79,8007.2,57.4
2024-07-09 20:34:09,40.02668,-105.242241,2037.3,64.7,429.73,7466.6,59.4
2024-07-09 20:34:10,40.02668,-105.242241,2041.4,68.8000000000002,429.83,9914.9,57.9
2024-07-09 20:34:11,40.02668,-105.242241,2037.4,64.8000000000002,431.01,12363.3,57.4
2024-07-09 20:34:12,40.02668,-105.242241,2030.8,58.2,432.18,10684.4,60.4
2024-07-09 20:34:13,40.02668,-105.242241,2025.8,53.2,431.37,8111.9,58.4
2024-07-09 20:34:14,40.02668,-105.242241,2023,50.4000000000001,430.2,6183,54.9
2024-07-09 20:34:15,40.02668,-105.242241,2018.6,46,428.88,4997.6,54.9
2024-07-09 20:34:17,40.02668,-105.242241,1981.9,9.30000000000018,426.12,2242.5,59.4
2024-07-09 20:34:18,40.02668,-105.242241,1976.3,3.70000000000005,425.79,733.6,54.9
2024-07-09 20:34:26,40.02668,-105.242241,1973.9,2.30000000000018,425.57,197.7,53.4
2024-07-09 20:34:45,40.02668,-105.242241,1973.8,2.89999999999986,425.92,186.1,64
2024-07-09 20:34:46,40.02668,-105.242241,1973.8,3.39999999999986,425.99,183,58.4
2024-07-09 20:34:47,40.02668,-105.242241,1973.8,3.39999999999986,426,175.2,53.6
2024-07-09 20:34:49,40.02668,-105.242241,1973.7,3.29999999999995,425.64,175.4,53.4
2024-07-09 20:34:50,40.02668,-105.242241,1973.2,2.79999999999995,424.35,184.6,53.9
2024-07-09 20:34:54,40.02668,-105.242241,1973.5,3.09999999999991,424.16,198.7,65.5
2024-07-09 20:34:55,40.02668,-105.242241,1973.3,2.89999999999986,424.79,178.4,53.4
2024-07-09 20:34:56,40.02668,-105.242241,1972.8,2.39999999999986,425.42,183.4,65
2024-07-09 20:34:57,40.02668,-105.242241,1973,2.59999999999991,425.62,189.1,53.4
2024-07-09 20:34:59,40.02668,-105.242241,1973.6,3.19999999999982,425.79,221.8,58.2
2024-07-09 20:35:04,40.02668,-105.242241,1972.7,2.29999999999995,422.66,250.4,55.4
2024-07-09 20:35:06,40.02668,-105.242241,1983.1,12.6999999999998,432.5,6847.6,55.1
2024-07-09 20:35:08,40.02668,-105.242241,2019.4,49,453.49,6697.7,55.4
2024-07-09 20:35:09,40.02668,-105.242241,2012.4,42,444.9,4655.5,55.4
2024-07-09 20:35:10,40.02668,-105.242241,2004.7,34.4000000000001,436.67,3691.1,58.4
2024-07-09 20:35:11,40.02668,-105.242241,2002.1,31.8,434.83,2726.7,55.4
2024-07-09 20:35:12,40.02668,-105.242241,2002.1,31.8,433,3135.9,65.5
2024-07-09 20:35:13,40.02668,-105.242241,2003.2,32.9000000000001,433,4007.9,65
2024-07-09 20:35:15,40.02668,-105.242241,2007.5,37.2,431.88,2628.7,65.5
2024-07-09 20:35:16,40.02668,-105.242241,1993.2,22.9000000000001,427.92,2604.4,57.4
2024-07-09 20:35:17,40.02668,-105.242241,1978.9,8.60000000000014,427.47,9431.6,59.9
2024-07-09 20:35:19,40.02668,-105.242241,2054,83.7,455.03,15614.9,67
2024-07-09 20:35:20,40.02668,-105.242241,2079.2,108.9,455.04,13494.5,57.4
2024-07-09 20:35:22,40.02668,-105.242241,2083,112.7,448.76,10650.2,60.4
2024-07-09 20:35:23,40.02668,-105.242241,2056,85.7,443.42,9197.2,56.9
2024-07-09 20:35:24,40.02668,-105.242241,2029,58.7,439.04,7138.9,61.7
2024-07-09 20:35:27,40.02668,-105.242241,2005.2,34.9000000000001,431.22,3595.1,60.7
2024-07-09 20:35:28,40.02668,-105.242241,1995.7,25.4000000000001,427.87,3109.9,68.5
2024-07-09 20:35:29,40.02668,-105.242241,1991.8,21.5,427.54,2734,59.9
2024-07-09 20:35:31,40.02668,-105.242241,2007.2,36.9000000000001,433,6093.5,57.4
2024-07-09 20:35:32,40.02668,-105.242241,2036.4,66.1000000000001,442.48,8708.3,56.9
2024-07-09 20:35:33,40.02668,-105.242241,2065.7,95.3999999999999,452.95,13213.9,57.4
2024-07-09 20:35:34,40.02668,-105.242241,2161.3,191,475.63,17719.5,57.4
2024-07-09 20:35:35,40.02668,-105.242241,2287.3,317,498.31,23237.7,57.9
2024-07-09 20:35:36,40.02668,-105.242241,2322.3,352,488.96,29086.3,57.9
2024-07-09 20:35:38,40.02668,-105.242241,2058.2,87.8999999999999,452.9,16141.6,57.7
2024-07-09 20:35:41,40.026669,-105.242241,1983.7,13.4000000000001,426.43,2046.5,57.4
2024-07-09 20:35:42,40.026661,-105.242241,1980.4,10.1000000000001,425.75,1573.7,57.4
2024-07-09 20:35:43,40.026661,-105.242241,1977.7,7.40000000000009,425.02,1350.6,58.4
2024-07-09 20:35:45,40.026646,-105.242233,1973.9,3.70000000000005,423.56,631.4,58.7
2024-07-09 20:36:29,40.026798,-105.242577,1972.6,3.19999999999982,426.42,190.6,58.2
2024-07-09 20:36:31,40.026871,-105.242577,1973.2,3.79999999999995,428.26,197,66.5
2024-07-09 20:36:32,40.026909,-105.242592,1972.7,3.29999999999995,429.31,198.3,57.9
2024-07-09 20:36:34,40.02697,-105.242592,1971.7,2.29999999999995,427.45,197.3,64
2024-07-09 20:36:41,40.027199,-105.242569,1970.8,2.29999999999995,426.05,160.3,55.9
2024-07-09 20:36:42,40.027222,-105.242569,1970.8,33,425.8,167,60.9
2024-07-09 20:36:43,40.027241,-105.242577,1970.8,33,425.53,175.1,55.4
2024-07-09 20:36:45,40.02726,-105.242599,1970.8,33,424.46,165.3,52.9
2024-07-09 20:36:46,40.02729,-105.24263,1970.7,32.9000000000001,423.25,158.3,53.4
2024-07-09 20:36:47,40.027309,-105.242668,1970.5,32.7,422.55,156.7,53.4
2024-07-09 20:36:48,40.027321,-105.242737,1970.5,32.7,423.18,155.1,64.5
2024-07-09 20:36:49,40.027321,-105.242813,1970.5,32.7,423.8,161,53.4
2024-07-09 20:36:50,40.027328,-105.242889,1970.4,32.6000000000001,423.37,167.2,53.4
2024-07-09 20:36:52,40.027325,-105.243027,1970.1,32.3,422.81,163,53.4
2024-07-09 20:36:54,40.027321,-105.243217,1970.2,32.4000000000001,423.18,165.1,58.9
2024-07-09 20:36:56,40.027321,-105.243362,1971.2,33.4000000000001,424.62,167.5,60.9
2024-07-09 20:36:57,40.027321,-105.243446,1971.5,33.7,424.46,167,54.9
2024-07-09 20:36:59,40.027325,-105.243591,1973.3,35.5,424.9,192.3,55.6
2024-07-09 20:37:01,40.027328,-105.243767,1982.2,44.4000000000001,426.75,195.7,59.7
2024-07-09 20:37:03,40.027328,-105.243874,1974.5,36.7,428.7,203.7,54.4
2024-07-09 20:37:04,40.027328,-105.243927,1973.1,35.3,427.36,213.7,54.9
2024-07-09 20:37:05,40.027328,-105.24398,1972.3,34.5,426.03,191.4,55.4
2024-07-09 20:37:06,40.027328,-105.244019,1971.6,33.8,423.78,163.7,54.9
2024-07-09 20:37:07,40.02734,-105.244057,1971,33.2,421.43,149.4,55.4
2024-07-09 20:37:08,40.027328,-105.24408,1970.4,32.6000000000001,420.14,145.5,60.9
2024-07-09 20:37:10,40.027328,-105.24411,1969.3,31.5,419.41,138.3,54.9
2024-07-09 20:37:11,40.027321,-105.244141,1969.9,32.1000000000001,420.06,135,54.9
2024-07-09 20:37:13,40.027279,-105.244202,1971.1,33.3,421.09,149,57.2
2024-07-09 20:37:15,40.027164,-105.24424,1972.1,34.3,421.72,163.8,58.2
2024-07-09 20:37:17,40.027061,-105.244247,1972.5,34.7,421.93,167.1,55.9
2024-07-09 20:37:18,40.026981,-105.244247,1972.4,34.6000000000001,421.82,166.4,55.4
2024-07-09 20:37:19,40.026878,-105.244247,1972.3,34.5,421.71,169.3,55.9
2024-07-09 20:37:20,40.026779,-105.244247,1972.9,35.1000000000001,421.64,172.2,65.5
2024-07-09 20:37:22,40.026627,-105.24424,1974.4,36.6000000000001,421.29,171,55.6
2024-07-09 20:37:24,40.02639,-105.24424,1974.7,36.9000000000001,420.84,173,55.4
2024-07-09 20:37:26,40.026211,-105.24424,1973.8,36,420.93,168.4,54.9
2024-07-09 20:37:27,40.026089,-105.24424,1973.2,35.4000000000001,421.07,163.7,54.4
2024-07-09 20:37:29,40.025909,-105.24424,1972.1,34.3,421.17,157.5,60.4
2024-07-09 20:37:31,40.025669,-105.24424,1971.2,33.4000000000001,421.19,148.8,54.9
2024-07-09 20:37:33,40.025429,-105.24424,1971.2,33.4000000000001,421.63,143.2,55.4
2024-07-09 20:37:35,40.025261,-105.244232,1970.6,32.8,422.83,138.3,55.9
2024-07-09 20:37:36,40.02515,-105.244217,1970.6,32.8,422.97,135.4,58.4
2024-07-09 20:37:38,40.024975,-105.244202,1970.4,32.6000000000001,422.45,141.8,54.9
2024-07-09 20:37:40,40.024754,-105.244141,1968.8,31,421.37,130.6,59.4
2024-07-09 20:37:43,40.02454,-105.244034,1968.7,30.9000000000001,419.95,132.3,53.6
2024-07-09 20:37:45,40.02433,-105.243889,1968.5,30.7,419.1,132.1,60.7
2024-07-09 20:37:47,40.024132,-105.243713,1969.1,31.3,421.05,163.3,59.4
2024-07-09 20:37:49,40.023991,-105.243561,1969.8,32,426.95,199.9,58.9
2024-07-09 20:37:50,40.023899,-105.243446,1969.9,32.1000000000001,431.76,216.9,59.4
2024-07-09 20:37:52,40.023769,-105.243279,1970.1,32.3,434.42,230,63
2024-07-09 20:37:54,40.023609,-105.243065,1969.9,32.1000000000001,428.74,194.6,62.5
2024-07-09 20:37:56,40.02346,-105.242867,1969.5,31.7,421.51,154.8,67
2024-07-09 20:37:58,40.023361,-105.242729,1969.1,31.3,419.69,139,62.5
2024-07-09 20:37:59,40.0233,-105.242653,1969.4,31.6000000000001,419.9,138.3,65
2024-07-09 20:38:01,40.023201,-105.242577,1969.7,31.9000000000001,419.86,116.9,60.7
2024-07-09 20:38:03,40.023094,-105.242523,2032,94.2,423.48,327.2,63.7
2024-07-09 20:38:05,40.023029,-105.242523,2428.5,490.7,432.61,509.1,59.9
2024-07-09 20:38:06,40.02301,-105.242531,2260.6,322.8,432.7,544.3,60.4
2024-07-09 20:38:08,40.022984,-105.242538,2012.8,75,427.03,-133,65.7
2024-07-09 20:38:21,40.02293,-105.242958,1940.1,2.29999999999995,423.49,157.8,67.5
2024-07-09 20:38:22,40.022942,-105.243027,1941.4,3.60000000000014,422.05,151.5,61.4
2024-07-09 20:38:24,40.022957,-105.243141,1944.1,6.29999999999995,424.17,166.1,61.7
2024-07-09 20:38:26,40.022961,-105.243233,1947.1,9.29999999999995,431.88,206.7,60.4
2024-07-09 20:38:27,40.022968,-105.243279,1948.1,10.3,433.16,223.4,65
2024-07-09 20:38:28,40.02298,-105.243309,1949.2,11.4000000000001,432.82,206.6,60.4
2024-07-09 20:38:29,40.02298,-105.24334,1950.1,12.3,426.87,189.7,59.9
2024-07-09 20:38:31,40.02298,-105.243355,1951.8,14,419.87,153.1,59.9
2024-07-09 20:38:33,40.02298,-105.243362,1953.7,15.9000000000001,421.86,160.5,63
2024-07-09 20:38:34,40.02298,-105.243362,1955.6,17.8,425.89,173.4,59.9
2024-07-09 20:38:36,40.02298,-105.243362,1959,21.2,429.22,207.1,58.9
2024-07-09 20:38:38,40.02298,-105.243362,1962.6,24.8,437,249,59.2
2024-07-09 20:38:40,40.02298,-105.243362,1967.8,30,448.95,374.9,58.9
2024-07-09 20:38:41,40.02298,-105.243362,1968.1,30.3,449.62,433.6,66
2024-07-09 20:38:42,40.02298,-105.243362,1968.5,30.7,446.65,454.4,58.4
2024-07-09 20:38:43,40.02298,-105.243362,1968.1,30.3,436.08,476.5,62
2024-07-09 20:38:45,40.02298,-105.243362,1966.7,28.9000000000001,424.4,624.9,62.2
2024-07-09 20:38:47,40.02298,-105.243362,1965.3,27.5,421.78,345.9,56.4
2024-07-09 20:38:49,40.02298,-105.243362,1966.9,29.1000000000001,422.4,300.7,65
2024-07-09 20:38:50,40.02298,-105.243362,1969.1,31.3,425.98,330.8,57.4
2024-07-09 20:38:51,40.02298,-105.243362,1971.2,33.4000000000001,429.95,347.4,56.4
2024-07-09 20:38:52,40.02298,-105.243362,1974.5,36.7,435.8,364.1,56.4
2024-07-09 20:38:54,40.02298,-105.243362,1980.7,42.9000000000001,441.56,266.4,56.1
2024-07-09 20:38:56,40.02298,-105.243362,1982.2,44.4000000000001,439.9,250.4,62.5
2024-07-09 20:38:57,40.02298,-105.24337,1977.2,39.4000000000001,439.32,244.4,54.9
2024-07-09 20:38:58,40.022991,-105.243408,1972.2,34.4000000000001,436.74,213.7,54.9
2024-07-09 20:39:01,40.022995,-105.243507,1973.4,35.6000000000001,424.77,167.4,59.4
2024-07-09 20:39:03,40.022999,-105.243675,1975.9,38.1000000000001,425.21,176.8,60.7
2024-07-09 20:39:05,40.02301,-105.24382,1976.9,39.1000000000001,425.55,177.3,53.4
